EXT,2022-01-10 14:43:06,1,0.0
EXT,2022-01-10 14:43:06,2,0.0
EXT,2022-01-10 14:43:06,3,0.0
EXT,2022-01-10 14:43:06,4,0.0
EXT,2022-01-10 14:43:06,5,0.0
EXT,2022-01-10 14:43:06,6,0.0
EXT,2022-01-10 14:43:06,7,31.5805
EXT,2022-01-10 14:43:06,8,25.3127
EXT,2022-01-10 14:43:06,9,24.2303
EXT,2022-01-10 14:43:06,10,22.2488
EXT,2022-01-10 14:43:06,11,26.231
EXT,2022-01-10 14:43:06,12,24.4909
EXT,2022-01-10 14:43:06,13,0.0
EXT,2022-01-10 14:43:06,14,0.0
EXT,2022-01-10 14:43:06,15,0.0
EXT,2022-01-10 14:43:06,16,0.0
